par_state,par_county,kid_race,par_pctile,shrunk_xkid_delinq90_02020,county_name
13,189,Pooled,50,.5528474999999999,McDuffie
13,189,Black,-9,.7907583333333333,McDuffie
13,189,Black,25,.7976,McDuffie
13,189,Asian,50,.3277,McDuffie
13,189,Hispanic,50,.49425,McDuffie
13,189,Pooled,25,.7141672222222222,McDuffie
13,189,White,25,.6177,McDuffie
13,189,Asian,75,.2573,McDuffie
13,189,Pooled,-9,.6066207407407407,McDuffie
13,189,White,50,.49185,McDuffie
13,191,Black,-9,.772809090909091,McIntosh
13,191,Pooled,25,.6900362068965518,McIntosh
13,191,Hispanic,-9,.6467499999999999,McIntosh
13,191,Pooled,50,.6139953761755486,McIntosh
13,191,Pooled,-9,.64821375,McIntosh
13,191,Pooled,75,.5379545454545455,McIntosh
13,191,Hispanic,75,.6227,McIntosh
13,191,White,-9,.5430871794871795,McIntosh
13,191,Hispanic,50,.6467499999999999,McIntosh
13,191,Black,50,.75465,McIntosh
13,191,Hispanic,25,.6708,McIntosh
13,191,Black,75,.7194,McIntosh
13,191,White,25,.6066,McIntosh
13,191,Black,25,.7899,McIntosh
13,191,White,50,.48275,McIntosh
13,191,White,75,.3589,McIntosh
13,193,Asian,75,.1729,Macon
13,193,Black,25,.7938,Macon
13,193,Hispanic,75,.3988,Macon
13,193,Black,50,.7036,Macon
13,193,White,75,.3378,Macon
13,193,White,-9,.4255254545454545,Macon
13,193,Hispanic,50,.5196499999999999,Macon
13,193,Pooled,75,.3784636363636364,Macon
13,193,Asian,-9,.21275,Macon
13,193,Pooled,-9,.5913893617021275,Macon
13,193,Pooled,25,.6879742268041236,Macon
13,193,White,25,.5165,Macon
13,193,Black,-9,.7731828571428571,Macon
13,193,Black,75,.6133999999999999,Macon
13,193,Asian,25,.2526,Macon
13,193,Hispanic,-9,.5196499999999999,Macon
13,193,White,50,.42715,Macon
13,193,Asian,50,.21275,Macon
13,193,Pooled,50,.53321893158388,Macon
13,193,Hispanic,25,.6405,Macon
13,195,Asian,25,.3929,Madison
13,195,Hispanic,75,.3744,Madison
13,195,Asian,75,.5319,Madison
13,195,Hispanic,25,.6188,Madison
13,195,Pooled,75,.3548989690721649,Madison
13,195,White,75,.3206,Madison
13,195,Pooled,25,.5734409448818898,Madison
13,195,Black,25,.7294,Madison
13,195,Pooled,-9,.4788044642857143,Madison
13,195,Hispanic,-9,.4966,Madison
13,195,Black,75,.6444,Madison
13,195,Asian,-9,.4624,Madison
13,195,Hispanic,50,.4966,Madison
13,195,Black,50,.6869000000000001,Madison
13,195,Asian,50,.4624,Madison
13,195,White,-9,.447760655737705,Madison
13,195,Pooled,50,.4641699569770273,Madison
13,195,Black,-9,.7056,Madison
13,195,White,25,.551,Madison
13,195,White,50,.4358,Madison
13,197,Hispanic,75,.2818,Marion
13,197,Black,50,.7364999999999999,Marion
13,197,Pooled,50,.5655883208729036,Marion
13,197,Hispanic,50,.45105,Marion
13,197,Pooled,25,.703129702970297,Marion
13,197,Black,75,.6701,Marion
13,197,Hispanic,25,.6203,Marion
13,197,Hispanic,-9,.45105,Marion
13,197,Black,-9,.7696999999999999,Marion
13,197,Pooled,75,.4280469387755102,Marion
13,197,White,25,.6234,Marion
13,197,White,75,.3334,Marion
13,197,White,50,.4783999999999999,Marion
13,197,Black,25,.8028999999999999,Marion
13,197,Pooled,-9,.6132693333333333,Marion
13,197,White,-9,.521508108108108,Marion
13,199,Black,50,.76825,Meriwether
13,199,Black,-9,.8267726027397259,Meriwether
13,199,Pooled,75,.450995238095238,Meriwether
13,199,White,50,.51695,Meriwether
13,199,White,-9,.5364387387387387,Meriwether
13,199,Pooled,25,.7483240875912408,Meriwether
13,199,Pooled,-9,.6546654999999999,Meriwether
13,199,Black,75,.6933,Meriwether
13,199,White,25,.6442,Meriwether
13,199,Pooled,50,.5996596628432393,Meriwether
13,199,Black,25,.8431999999999999,Meriwether
13,199,Hispanic,25,.7949000000000001,Meriwether
13,199,Hispanic,-9,.7353,Meriwether
13,199,AIAN,50,.64395,Meriwether
13,199,Hispanic,75,.6757,Meriwether
13,199,AIAN,-9,.64395,Meriwether
13,199,AIAN,75,.4619,Meriwether
13,199,AIAN,25,.826,Meriwether
13,199,Hispanic,50,.7353000000000001,Meriwether
13,199,White,75,.3897,Meriwether
13,201,White,75,.3414,Miller
13,201,White,50,.46305,Miller
13,201,Black,75,.603,Miller
13,201,Black,25,.7866,Miller
13,201,White,-9,.5109727272727272,Miller
13,201,Pooled,25,.6773364705882353,Miller
13,201,Pooled,75,.4535142857142858,Miller
13,201,White,25,.5847,Miller
13,201,Pooled,-9,.612055,Miller
13,201,Black,-9,.7356,Miller
13,201,Black,50,.6948,Miller
13,201,Pooled,50,.5654253781512606,Miller
13,205,Pooled,25,.7280117647058822,Mitchell
13,205,Black,25,.7935,Mitchell
13,205,Hispanic,25,.6421,Mitchell
13,205,Black,75,.6267,Mitchell
13,205,Pooled,-9,.6504863636363636,Mitchell
13,205,Hispanic,50,.5609,Mitchell
13,205,White,25,.6113,Mitchell
13,205,Hispanic,75,.4797,Mitchell
13,205,White,-9,.5006152542372881,Mitchell
13,205,Pooled,75,.3869,Mitchell
13,205,White,50,.47525,Mitchell
13,205,Black,50,.7101,Mitchell
13,205,Black,-9,.7838304347826086,Mitchell
13,205,White,75,.3392,Mitchell
13,205,Pooled,50,.5574558823529412,Mitchell
13,205,Hispanic,-9,.5609,Mitchell
13,207,Black,25,.7999000000000001,Monroe
13,207,White,75,.3733,Monroe
13,207,White,25,.5883,Monroe
13,207,Pooled,-9,.5402827586206898,Monroe
13,207,Asian,50,.50865,Monroe
13,207,Hispanic,25,.7128,Monroe
13,207,Asian,25,.6328,Monroe
13,207,Asian,-9,.50865,Monroe
13,207,Pooled,50,.5379870651204283,Monroe
13,207,White,-9,.4622197530864198,Monroe
13,207,Hispanic,75,.6152,Monroe
13,207,Black,50,.704,Monroe
13,207,Pooled,25,.6711372881355934,Monroe
13,207,Hispanic,-9,.6639999999999999,Monroe
13,207,Asian,75,.3845,Monroe
13,207,Pooled,75,.4048368421052632,Monroe
13,207,White,50,.4808,Monroe
13,207,Hispanic,50,.6639999999999999,Monroe
13,207,Black,75,.6081,Monroe
13,207,Black,-9,.7608296296296297,Monroe
13,209,Pooled,50,.5647551398719245,Montgomery
13,209,Pooled,25,.653963768115942,Montgomery
13,209,White,75,.373,Montgomery
13,209,Black,75,.6025,Montgomery
13,209,White,-9,.532671052631579,Montgomery
13,209,Hispanic,75,.666,Montgomery
13,209,Hispanic,25,.6666,Montgomery
13,209,Pooled,75,.475546511627907,Montgomery
13,209,Hispanic,-9,.6663,Montgomery
13,209,Pooled,-9,.5854642857142858,Montgomery
13,209,White,50,.49435,Montgomery
13,209,Black,25,.8187,Montgomery
13,209,Black,-9,.7214100000000001,Montgomery
13,209,Black,50,.7106,Montgomery
13,209,White,25,.6157,Montgomery
13,209,Hispanic,50,.6663,Montgomery
13,211,White,25,.5985,Morgan
13,211,White,-9,.4772672131147541,Morgan
13,211,Asian,-9,.38405,Morgan
13,211,Asian,25,.4135,Morgan
13,211,Pooled,50,.5377646428571428,Morgan
13,211,Asian,50,.38405,Morgan
13,211,Pooled,75,.397465,Morgan
13,211,White,50,.48295,Morgan
13,211,Pooled,25,.6780642857142857,Morgan
13,211,Black,75,.6197,Morgan
13,211,Hispanic,75,.4769,Morgan
13,211,Pooled,-9,.5611479166666666,Morgan
13,211,White,75,.3674,Morgan
13,211,Asian,75,.3546,Morgan
13,211,Hispanic,50,.5066999999999999,Morgan
13,211,Hispanic,-9,.5067,Morgan
13,211,Black,-9,.7849592592592592,Morgan
13,211,Black,50,.7167,Morgan
13,211,Hispanic,25,.5365,Morgan
13,211,Black,25,.8137,Morgan
13,213,Hispanic,25,.5581,Murray
13,213,White,25,.6621,Murray
13,213,Hispanic,75,.3373,Murray
13,213,White,75,.4004,Murray
13,213,White,-9,.5760616438356164,Murray
13,213,Black,75,.6219,Murray
13,213,Black,25,.7144,Murray
13,213,Pooled,-9,.5769668304668305,Murray
13,213,Black,50,.66815,Murray
13,213,Hispanic,50,.4477,Murray
13,213,AIAN,25,.7776,Murray
13,213,Pooled,25,.6579159554730983,Murray
13,213,Asian,75,.5256999999999999,Murray
13,213,AIAN,75,.7559,Murray
13,213,Hispanic,-9,.4906333333333334,Murray
13,213,AIAN,50,.76675,Murray
13,213,AIAN,-9,.76675,Murray
13,213,Black,-9,.66815,Murray
13,213,Asian,25,.5374,Murray
13,213,Pooled,50,.5381112504638219,Murray
13,213,Asian,-9,.53155,Murray
13,213,Pooled,75,.4183065454545454,Murray
13,213,White,50,.53125,Murray
13,213,Asian,50,.53155,Murray
13,215,Asian,75,.2936,Muscogee
13,215,White,25,.6163,Muscogee
13,215,Pooled,25,.7064358449946178,Muscogee
13,215,Black,25,.7875,Muscogee
13,215,AIAN,-9,.5946,Muscogee
13,215,White,50,.4933999999999999,Muscogee
13,215,AIAN,25,.7454,Muscogee
13,215,Asian,-9,.3196571428571429,Muscogee
13,215,Hispanic,25,.6067,Muscogee
13,215,Black,50,.7116,Muscogee
13,215,AIAN,50,.5946,Muscogee
13,215,White,-9,.4780865814696486,Muscogee
13,215,Pooled,75,.4314689048760991,Muscogee
13,215,AIAN,75,.4438,Muscogee
13,215,Pooled,-9,.5957945963332261,Muscogee
13,215,Hispanic,75,.4447,Muscogee
13,215,White,75,.3705,Muscogee
13,215,Pooled,50,.5689523749353584,Muscogee
13,215,Asian,25,.3468,Muscogee
13,215,Black,-9,.7552644787644787,Muscogee
13,215,Hispanic,-9,.55016875,Muscogee
13,215,Asian,50,.3202,Muscogee
13,215,Black,75,.6357,Muscogee
13,215,Hispanic,50,.5257000000000001,Muscogee
13,217,White,25,.6238,Newton
13,217,Black,-9,.7901639344262295,Newton
13,217,Hispanic,50,.51775,Newton
13,217,AIAN,25,.5532,Newton
13,217,Black,50,.7535000000000001,Newton
13,217,Pooled,25,.6892182266009851,Newton
13,217,Asian,75,.2865,Newton
13,217,AIAN,75,.6604,Newton
13,217,Hispanic,25,.636,Newton
13,217,AIAN,50,.6068,Newton
13,217,Black,75,.6896,Newton
13,217,Asian,50,.3119,Newton
13,217,White,50,.52195,Newton
13,217,Asian,-9,.3119,Newton
13,217,Black,25,.8174,Newton
13,217,AIAN,-9,.6068,Newton
13,217,Asian,25,.3373,Newton
13,217,Pooled,-9,.580414686248331,Newton
13,217,White,-9,.5133831775700934,Newton
13,217,Hispanic,75,.3995,Newton
13,217,Pooled,50,.5704225243792097,Newton
13,217,Hispanic,-9,.5414000000000001,Newton
13,217,Pooled,75,.4516268221574344,Newton
13,217,White,75,.4201,Newton
13,219,Hispanic,75,.441,Oconee
13,219,Hispanic,-9,.50805,Oconee
13,219,White,50,.36465,Oconee
13,219,Asian,75,.1416,Oconee
13,219,Black,50,.66265,Oconee
13,219,Pooled,75,.2849433121019108,Oconee
13,219,Pooled,25,.4899310638297872,Oconee
13,219,Pooled,50,.387437187965849,Oconee
13,219,Hispanic,25,.5750999999999999,Oconee
13,219,Pooled,-9,.3531757790368272,Oconee
13,219,White,-9,.3281932907348242,Oconee
13,219,Black,-9,.69525625,Oconee
13,219,White,25,.4545,Oconee
13,219,Black,25,.7496,Oconee
13,219,Black,75,.5757,Oconee
13,219,Asian,-9,.1495,Oconee
13,219,Asian,50,.1495,Oconee
13,219,Hispanic,50,.50805,Oconee
13,219,White,75,.2748,Oconee
13,219,Asian,25,.1574,Oconee
13,221,White,75,.3404,Oglethorpe
13,221,Hispanic,75,.6984,Oglethorpe
13,221,Pooled,75,.4181404255319149,Oglethorpe
13,221,Hispanic,50,.74935,Oglethorpe
13,221,White,50,.44135,Oglethorpe
13,221,White,25,.5423,Oglethorpe
13,221,White,-9,.4479051948051948,Oglethorpe
13,221,Black,-9,.7410999999999999,Oglethorpe
13,221,Black,25,.7754,Oglethorpe
13,221,Black,50,.7166,Oglethorpe
13,221,Hispanic,25,.8003,Oglethorpe
13,221,Hispanic,-9,.74935,Oglethorpe
13,221,Black,75,.6578000000000001,Oglethorpe
13,221,Pooled,25,.6228596774193549,Oglethorpe
13,221,Pooled,-9,.5345862385321102,Oglethorpe
13,221,Pooled,50,.5205000514756349,Oglethorpe
13,223,Black,-9,.7169301369863014,Paulding
13,223,Black,75,.6383,Paulding
13,223,Asian,25,.3895,Paulding
13,223,AIAN,25,.5683,Paulding
13,223,AIAN,75,.4117,Paulding
13,223,White,25,.6163,Paulding
13,223,Black,25,.7531,Paulding
13,223,White,-9,.5145910447761194,Paulding
13,223,White,75,.4393,Paulding
13,223,Hispanic,50,.53905,Paulding
13,223,White,50,.5278,Paulding
13,223,Pooled,75,.4491881936245573,Paulding
13,223,Hispanic,25,.5673,Paulding
13,223,Pooled,25,.6310844413012729,Paulding
13,223,Pooled,50,.5401363174629151,Paulding
13,223,Black,50,.6957,Paulding
13,223,Asian,75,.2355,Paulding
13,223,AIAN,-9,.49,Paulding
13,223,AIAN,50,.49,Paulding
13,223,Asian,50,.3125,Paulding
13,223,Hispanic,-9,.5437583333333333,Paulding
13,223,Pooled,-9,.5319427927927928,Paulding
13,223,Hispanic,75,.5108,Paulding
13,223,Asian,-9,.3125,Paulding
13,225,Black,25,.8149999999999999,Peach
13,225,Hispanic,75,.4461,Peach
13,225,White,25,.5858,Peach
13,225,White,-9,.4704229508196721,Peach
13,225,Hispanic,25,.4181,Peach
13,225,Pooled,75,.4433439790575917,Peach
13,225,Pooled,25,.7186362831858406,Peach
13,225,Asian,50,.6819,Peach
13,225,Pooled,50,.5809901311217162,Peach
13,225,White,75,.3788,Peach
13,225,White,50,.4823,Peach
13,225,Black,75,.6304999999999999,Peach
13,225,Black,50,.72275,Peach
13,225,Black,-9,.7875537190082644,Peach
13,225,Pooled,-9,.6194271698113207,Peach
13,225,Asian,25,.6692,Peach
13,225,Asian,-9,.6819,Peach
13,225,Hispanic,50,.4321,Peach
13,225,Hispanic,-9,.4291,Peach
13,225,Asian,75,.6946,Peach
13,227,Black,25,.7289,Pickens
13,227,Pooled,50,.5018550426399703,Pickens
13,227,Black,75,.4295,Pickens
13,227,White,75,.3926,Pickens
13,227,Pooled,25,.6066870967741935,Pickens
13,227,Black,50,.5791999999999999,Pickens
13,227,White,25,.6005,Pickens
13,227,Black,-9,.5791999999999999,Pickens
13,227,White,-9,.5162738461538462,Pickens
13,227,Pooled,75,.3970229885057471,Pickens
13,227,Pooled,-9,.520237914691943,Pickens
13,227,Hispanic,75,.4519,Pickens
13,227,White,50,.49655,Pickens
13,227,Hispanic,-9,.5579000000000001,Pickens
13,227,Hispanic,50,.5579000000000001,Pickens
13,227,Hispanic,25,.6639,Pickens
13,229,Black,25,.7869,Pierce
13,229,Pooled,25,.6280364406779662,Pierce
13,229,Hispanic,75,.2603,Pierce
13,229,Black,50,.68895,Pierce
13,229,Black,75,.591,Pierce
13,229,Pooled,50,.512665363196126,Pierce
13,229,Pooled,75,.3972942857142857,Pierce
13,229,White,75,.3836,Pierce
13,229,White,-9,.5204455696202531,Pierce
13,229,Hispanic,-9,.4685,Pierce
13,229,White,50,.4928,Pierce
13,229,Black,-9,.7245681818181818,Pierce
13,229,Hispanic,25,.6767,Pierce
13,229,White,25,.602,Pierce
13,229,Hispanic,50,.4685,Pierce
13,229,Pooled,-9,.5421218085106383,Pierce
13,231,Black,25,.7596000000000001,Pike
13,231,White,25,.5905,Pike
13,231,Hispanic,75,.1961,Pike
13,231,Pooled,75,.3731518518518519,Pike
13,231,Hispanic,25,.5503,Pike
13,231,Pooled,25,.6119546218487396,Pike
13,231,White,50,.4769,Pike
13,231,Pooled,-9,.4850318897637796,Pike
13,231,Hispanic,-9,.3732,Pike
13,231,Pooled,50,.4925532368502957,Pike
13,231,Black,50,.66405,Pike
13,231,Black,-9,.67679,Pike
13,231,White,-9,.4659769230769231,Pike
13,231,Hispanic,50,.3732,Pike
13,231,White,75,.3633,Pike
13,231,Black,75,.5685,Pike
13,233,Black,-9,.8052133333333333,Polk
13,233,Hispanic,75,.5492,Polk
13,233,Asian,-9,.24895,Polk
13,233,Pooled,25,.6991036101083031,Polk
13,233,White,75,.4658,Polk
13,233,White,25,.6794,Polk
13,233,Pooled,75,.4726817073170732,Polk
13,233,White,50,.5726,Polk
13,233,Black,50,.7464,Polk
13,233,Black,25,.8266,Polk
13,233,Hispanic,-9,.623075,Polk
13,233,White,-9,.5896260869565217,Polk
13,233,Pooled,50,.5858926587126881,Polk
13,233,Black,75,.6662,Polk
13,233,Hispanic,25,.6477000000000001,Polk
13,233,Asian,25,.2967,Polk
13,233,Asian,75,.2012,Polk
13,233,Hispanic,50,.59845,Polk
13,233,Asian,50,.24895,Polk
13,233,Pooled,-9,.6149013605442176,Polk
13,235,Hispanic,75,.584,Pulaski
13,235,Pooled,-9,.5593926829268293,Pulaski
13,235,White,-9,.4622849999999999,Pulaski
13,235,Hispanic,50,.6047,Pulaski
13,235,Black,50,.5626,Pulaski
13,235,Black,75,.373,Pulaski
13,235,Hispanic,-9,.6047,Pulaski
13,235,White,25,.6126,Pulaski
13,235,Pooled,75,.3760176470588236,Pulaski
13,235,White,75,.3393,Pulaski
13,235,Pooled,25,.6892833333333334,Pulaski
13,235,Black,25,.7522,Pulaski
13,235,Black,-9,.6629764705882353,Pulaski
13,235,White,50,.47595,Pulaski
13,235,Hispanic,25,.6254,Pulaski
13,235,Pooled,50,.5326504901960785,Pulaski
13,237,Black,-9,.7689260273972603,Putnam
13,237,Asian,50,.3062,Putnam
13,237,Asian,25,.3252,Putnam
13,237,Hispanic,50,.52,Putnam
13,237,Asian,75,.2872,Putnam
13,237,Pooled,75,.4174636363636364,Putnam
13,237,White,50,.5125,Putnam
13,237,Asian,-9,.3062,Putnam
13,237,Pooled,-9,.5866495495495495,Putnam
13,237,White,75,.379,Putnam
13,237,White,25,.646,Putnam
13,237,Hispanic,-9,.52,Putnam
13,237,Pooled,25,.6977567164179104,Putnam
13,237,Black,25,.7863,Putnam
13,237,Hispanic,75,.514,Putnam
13,237,White,-9,.5074812030075189,Putnam
13,237,Black,50,.72865,Putnam
13,237,Hispanic,25,.526,Putnam
13,237,Pooled,50,.5576101763907734,Putnam
13,237,Black,75,.671,Putnam
13,239,Black,25,.7959000000000001,Quitman
13,239,Pooled,25,.7282,Quitman
13,239,White,25,.6605,Quitman
13,239,Pooled,50,.627575,Quitman
13,239,Pooled,-9,.627575,Quitman
13,239,Black,50,.69285,Quitman
13,239,White,75,.4641,Quitman
13,239,White,-9,.5622999999999999,Quitman
13,239,Black,-9,.69285,Quitman
13,239,Black,75,.5898,Quitman
13,239,White,50,.5623,Quitman
13,239,Pooled,75,.52695,Quitman
13,241,Hispanic,-9,.30031,Rabun
13,241,White,75,.3313,Rabun
13,241,Hispanic,75,-.03168,Rabun
13,241,White,-9,.4347129032258064,Rabun
13,241,Hispanic,50,.30031,Rabun
13,241,Pooled,-9,.4193525714285714,Rabun
13,241,White,25,.4957,Rabun
13,241,Hispanic,25,.6323,Rabun
13,241,Pooled,50,.3929660809646855,Rabun
13,241,Pooled,75,.2775251851851852,Rabun
13,241,White,50,.4135,Rabun
13,241,Pooled,25,.508406976744186,Rabun
13,243,White,50,.4015,Randolph
13,243,Black,25,.7909,Randolph
13,243,Black,-9,.7586333333333334,Randolph
13,243,Pooled,50,.5985767486426062,Randolph
13,243,White,75,.3054,Randolph
13,243,Pooled,25,.747340594059406,Randolph
13,243,White,25,.4976,Randolph
13,243,Pooled,75,.4498129032258065,Randolph
13,243,White,-9,.4015,Randolph
13,243,Black,75,.5852000000000001,Randolph
13,243,Black,50,.6880500000000001,Randolph
13,243,Pooled,-9,.6774666666666668,Randolph
13,245,AIAN,75,.415,Richmond
13,245,White,50,.52235,Richmond
13,245,Asian,50,.2911,Richmond
13,245,White,75,.4006,Richmond
13,245,Hispanic,75,.4466,Richmond
13,245,Asian,-9,.2896622641509434,Richmond
13,245,Black,25,.8108,Richmond
13,245,AIAN,25,.8232,Richmond
13,245,Asian,75,.2657,Richmond
13,245,Hispanic,25,.6137,Richmond
13,245,Hispanic,50,.53015,Richmond
13,245,White,25,.6441,Richmond
13,245,Asian,25,.3165,Richmond
13,245,Pooled,-9,.6351760713168595,Richmond
13,245,Pooled,75,.4744879269261318,Richmond
13,245,Hispanic,-9,.5498088235294117,Richmond
13,245,AIAN,-9,.6191000000000001,Richmond
13,245,Pooled,50,.6070266260017656,Richmond
13,245,Black,-9,.7747280130293159,Richmond
13,245,Black,75,.6591,Richmond
13,245,Pooled,25,.7395653250773992,Richmond
13,245,Black,50,.73495,Richmond
13,245,White,-9,.5094686006825939,Richmond
13,245,AIAN,50,.6191,Richmond
13,247,Black,25,.8086,Rockdale
13,247,White,-9,.41168,Rockdale
13,247,White,75,.35,Rockdale
13,247,Hispanic,25,.5317,Rockdale
13,247,White,25,.5299,Rockdale
13,247,AIAN,75,.3053,Rockdale
13,247,Hispanic,75,.4578,Rockdale
13,247,AIAN,25,.4592,Rockdale
13,247,Black,75,.6548,Rockdale
13,247,Pooled,-9,.4721274179236912,Rockdale
13,247,Pooled,50,.4906454661527109,Rockdale
13,247,Pooled,75,.3778355182926829,Rockdale
13,247,Asian,-9,.2699666666666667,Rockdale
13,247,Black,50,.7317,Rockdale
13,247,AIAN,-9,.38225,Rockdale
13,247,Pooled,25,.6034554140127388,Rockdale
13,247,Black,-9,.7610910994764399,Rockdale
13,247,White,50,.43995,Rockdale
13,247,Hispanic,-9,.5103078947368421,Rockdale
13,247,Asian,75,.2457,Rockdale
13,247,Asian,50,.26845,Rockdale
13,247,Hispanic,50,.49475,Rockdale
13,247,Asian,25,.2912,Rockdale
13,247,AIAN,50,.38225,Rockdale
13,249,White,75,.3964,Schley
13,249,Pooled,75,.4870909090909091,Schley
13,249,White,25,.5688,Schley
13,249,Pooled,25,.6525818181818182,Schley
13,249,Black,25,.7992,Schley
13,249,White,-9,.4826,Schley
13,249,Black,75,.6458,Schley
13,249,White,50,.4826,Schley
13,249,Black,-9,.7224999999999999,Schley
13,249,Pooled,-9,.5698363636363636,Schley
13,249,Black,50,.7225,Schley
13,249,Pooled,50,.5698363636363636,Schley
13,251,White,25,.5672,Screven
13,251,Black,50,.76105,Screven
13,251,White,75,.3566,Screven
13,251,Hispanic,75,.2951,Screven
13,251,Pooled,25,.7272035714285715,Screven
13,251,Black,-9,.8201081081081081,Screven
13,251,White,50,.4619,Screven
13,251,White,-9,.4619,Screven
13,251,Hispanic,-9,.4503,Screven
13,251,Black,75,.6857,Screven
13,251,Pooled,-9,.6210240963855422,Screven
13,251,Black,25,.8364,Screven
13,251,Hispanic,25,.6055,Screven
13,251,Pooled,75,.4008,Screven
13,251,Hispanic,50,.4503,Screven
13,251,Pooled,50,.5640017857142857,Screven
13,253,White,50,.47855,Seminole
13,253,Black,25,.7984,Seminole
13,253,Hispanic,-9,.3029849999999999,Seminole
13,253,Hispanic,25,.5518999999999999,Seminole
13,253,White,75,.3415,Seminole
13,253,Pooled,50,.558433481095176,Seminole
13,253,Pooled,75,.4033415384615384,Seminole
13,253,Black,-9,.7765073170731707,Seminole
13,253,Pooled,25,.7135254237288136,Seminole
13,253,Pooled,-9,.6186456470588235,Seminole
13,253,Hispanic,50,.3029849999999999,Seminole
13,253,Black,50,.7423,Seminole
13,253,Black,75,.6862,Seminole
13,253,White,25,.6156,Seminole
13,253,Hispanic,75,.05407,Seminole
13,253,White,-9,.5090055555555556,Seminole
13,255,Asian,50,.2139,Spalding
13,255,Asian,75,.1849,Spalding
13,255,Pooled,75,.4187531645569619,Spalding
13,255,AIAN,50,.4651,Spalding
13,255,White,50,.50025,Spalding
13,255,Hispanic,75,.4169,Spalding
13,255,Asian,25,.2429,Spalding
13,255,AIAN,-9,.4651,Spalding
13,255,AIAN,25,.5988,Spalding
13,255,Black,75,.6708,Spalding
13,255,Black,-9,.8055973977695167,Spalding
13,255,Hispanic,-9,.5445,Spalding
13,255,Asian,-9,.2139,Spalding
13,255,AIAN,75,.3314,Spalding
13,255,Black,50,.7479499999999999,Spalding
13,255,Pooled,25,.7037283524904213,Spalding
13,255,Hispanic,50,.5445,Spalding
13,255,Pooled,50,.5612407585236916,Spalding
13,255,White,75,.3918,Spalding
13,255,White,25,.6087,Spalding
13,255,Hispanic,25,.6721,Spalding
13,255,Black,25,.8250999999999999,Spalding
13,255,Pooled,-9,.5962675417661096,Spalding
13,255,White,-9,.5012449541284404,Spalding
13,257,Hispanic,50,.45595,Stephens
13,257,Hispanic,25,.6041,Stephens
13,257,Asian,-9,.19635,Stephens
13,257,Pooled,75,.3330565217391304,Stephens
13,257,Pooled,25,.5964607594936708,Stephens
13,257,Pooled,-9,.499528,Stephens
13,257,Black,-9,.7139052631578947,Stephens
13,257,Pooled,50,.4647586406164006,Stephens
13,257,Hispanic,75,.3078,Stephens
13,257,White,-9,.4721183673469387,Stephens
13,257,White,25,.5696,Stephens
13,257,Asian,25,.2266,Stephens
13,257,Black,50,.66125,Stephens
13,257,Black,25,.7522,Stephens
13,257,Asian,50,.19635,Stephens
13,257,Hispanic,-9,.45595,Stephens
13,257,Asian,75,.1661,Stephens
13,257,White,50,.4439,Stephens
13,257,White,75,.3182,Stephens
13,257,Black,75,.5703,Stephens
13,259,White,75,.3417,Stewart
13,259,Black,-9,.7738257142857142,Stewart
13,259,Pooled,-9,.6917333333333333,Stewart
13,259,Pooled,25,.7623588235294118,Stewart
13,259,Pooled,75,.5202142857142857,Stewart
13,259,Black,50,.7317,Stewart
13,259,Black,75,.6541,Stewart
13,259,White,-9,.4707153846153846,Stewart
13,259,White,50,.4615,Stewart
13,259,Black,25,.8093,Stewart
13,259,White,25,.5813,Stewart
13,259,Pooled,50,.6412865546218487,Stewart
13,261,Pooled,50,.5618160277105192,Sumter
13,261,White,75,.3081,Sumter
13,261,AIAN,75,.3642,Sumter
13,261,AIAN,25,.7078,Sumter
13,261,Black,50,.7517499999999999,Sumter
13,261,Black,25,.7984,Sumter
13,261,Black,75,.7050999999999999,Sumter
13,261,White,25,.5946,Sumter
13,261,Hispanic,75,.3824,Sumter
13,261,AIAN,-9,.5359999999999999,Sumter
13,261,Hispanic,25,.6609,Sumter
13,261,Pooled,75,.3985396825396825,Sumter
13,261,Asian,50,.1826,Sumter
13,261,Black,-9,.7836951086956522,Sumter
13,261,Pooled,-9,.6114303867403315,Sumter
13,261,Asian,-9,.1826,Sumter
13,261,Pooled,25,.7250923728813559,Sumter
13,261,Asian,25,.2169,Sumter
13,261,White,50,.45135,Sumter
13,261,Asian,75,.1483,Sumter
13,261,Hispanic,50,.5216500000000001,Sumter
13,261,White,-9,.4364668831168831,Sumter
13,261,Hispanic,-9,.5216499999999999,Sumter
13,261,AIAN,50,.536,Sumter
13,263,Hispanic,50,.7584,Talbot
13,263,Pooled,75,.51898,Talbot
13,263,White,25,.6963,Talbot
13,263,Hispanic,25,.8199,Talbot
13,263,Hispanic,-9,.7584,Talbot
13,263,White,75,.3638,Talbot
13,263,Black,-9,.7753395348837209,Talbot
13,263,White,50,.53005,Talbot
13,263,Hispanic,75,.6969,Talbot
13,263,Pooled,25,.7980425531914893,Talbot
13,263,White,-9,.5300499999999999,Talbot
13,263,Black,50,.702,Talbot
13,263,Black,25,.8188,Talbot
13,263,Pooled,50,.6585112765957446,Talbot
13,263,Pooled,-9,.7147402985074627,Talbot
13,263,Black,75,.5852000000000001,Talbot
13,265,White,25,.5026,Taliaferro
13,265,Black,50,.6105,Taliaferro
13,265,Black,25,.7657,Taliaferro
13,265,Black,75,.4553,Taliaferro
13,265,White,50,.3891,Taliaferro
13,265,White,75,.2756,Taliaferro
13,265,Black,-9,.6105,Taliaferro
13,265,Pooled,25,.6487666666666668,Taliaferro
